A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	Q	P	R	S
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1
1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1
1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1
1	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1
1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0
1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0
1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0
1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	1
1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0
1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1
1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1
1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1
1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1
1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1
1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0
1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1
1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0
1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1
1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0
1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1
1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1
1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0
1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0
1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0
1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1
1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1
1	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0
1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1
1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1
1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0
1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	1
1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1
1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1
1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0
1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	1
1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0
1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1
1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1
1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0
1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0
1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0
1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0
1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0
1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0
1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1
1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1
1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0
1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1
1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0
1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1
1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0
1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1
1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1
1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1
1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1
1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0
1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0
1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1
1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1
1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0
1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0
1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1
1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1
1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1
